"id","name","code","state_id/id","regiune"
"2357","Hinchiris","Hinch","l10n_ro.RO_BH","Nord-Vest"
"2358","Lazareni","Lazar","l10n_ro.RO_BH","Nord-Vest"
"2359","Bicacel","Bicac","l10n_ro.RO_BH","Nord-Vest"
"2360","Calea Mare","Calea","l10n_ro.RO_BH","Nord-Vest"
"2361","Carandeni","Caran","l10n_ro.RO_BH","Nord-Vest"
"2362","Caranzel","Caran","l10n_ro.RO_BH","Nord-Vest"
"2363","Gepis","Gepis","l10n_ro.RO_BH","Nord-Vest"
"2364","Gruilung","Gruil","l10n_ro.RO_BH","Nord-Vest"
"2365","Miheleu","Mihel","l10n_ro.RO_BH","Nord-Vest"
"2366","Lugasu de Jos","Lugas","l10n_ro.RO_BH","Nord-Vest"
"2367","Lugasu de Sus","Lugas","l10n_ro.RO_BH","Nord-Vest"
"2368","Urvind","Urvin","l10n_ro.RO_BH","Nord-Vest"
"2369","Lunca","Lunca","l10n_ro.RO_BH","Nord-Vest"
"2370","Briheni","Brihe","l10n_ro.RO_BH","Nord-Vest"
"2371","Hotarel","Hotar","l10n_ro.RO_BH","Nord-Vest"
"2372","Seghiste","Seghi","l10n_ro.RO_BH","Nord-Vest"
"2373","Sarbesti","Sarbe","l10n_ro.RO_BH","Nord-Vest"
"2374","Sustiu","Susti","l10n_ro.RO_BH","Nord-Vest"
"2375","Madaras","Madar","l10n_ro.RO_BH","Nord-Vest"
"2376","Homorog","Homor","l10n_ro.RO_BH","Nord-Vest"
"2377","Ianosda","Ianos","l10n_ro.RO_BH","Nord-Vest"
"2378","Martihaz","Marti","l10n_ro.RO_BH","Nord-Vest"
"2379","Magesti","Mages","l10n_ro.RO_BH","Nord-Vest"
"2380","Butani","Butan","l10n_ro.RO_BH","Nord-Vest"
"2381","Cacuciu Nou","Cacuc","l10n_ro.RO_BH","Nord-Vest"
"2382","Dobricionesti","Dobri","l10n_ro.RO_BH","Nord-Vest"
"2383","Galaseni","Galas","l10n_ro.RO_BH","Nord-Vest"
"2384","Josani","Josan","l10n_ro.RO_BH","Nord-Vest"
"2385","Ortiteag","Ortit","l10n_ro.RO_BH","Nord-Vest"
"2386","Nojorid","Nojor","l10n_ro.RO_BH","Nord-Vest"
"2387","Apateu","Apate","l10n_ro.RO_BH","Nord-Vest"
"2388","Chisirid","Chisi","l10n_ro.RO_BH","Nord-Vest"
"2389","Les","Les","l10n_ro.RO_BH","Nord-Vest"
"2390","Livada de Bihor","Livad","l10n_ro.RO_BH","Nord-Vest"
"2391","Pausa","Pausa","l10n_ro.RO_BH","Nord-Vest"
"2392","Sauaieu","Sauai","l10n_ro.RO_BH","Nord-Vest"
"2393","Olcea","Olcea","l10n_ro.RO_BH","Nord-Vest"
"2394","Calacea","Calac","l10n_ro.RO_BH","Nord-Vest"
"2395","Hodisel","Hodis","l10n_ro.RO_BH","Nord-Vest"
"2396","Ucuris","Ucuri","l10n_ro.RO_BH","Nord-Vest"
"2397","Osorhei","Osorh","l10n_ro.RO_BH","Nord-Vest"
"2398","Alparea","Alpar","l10n_ro.RO_BH","Nord-Vest"
"2399","Cheriu","Cheri","l10n_ro.RO_BH","Nord-Vest"
"2400","Felcheriu","Felch","l10n_ro.RO_BH","Nord-Vest"
"2401","Fughiu","Fughi","l10n_ro.RO_BH","Nord-Vest"
"2402","Pietroasa","Pietr","l10n_ro.RO_BH","Nord-Vest"
"2403","Chiscau","Chisc","l10n_ro.RO_BH","Nord-Vest"
"2404","Cociuba Mica","Cociu","l10n_ro.RO_BH","Nord-Vest"
"2405","Giulesti","Giule","l10n_ro.RO_BH","Nord-Vest"
"2406","Gurani","Guran","l10n_ro.RO_BH","Nord-Vest"
"2407","Magura","Magur","l10n_ro.RO_BH","Nord-Vest"
"2408","Motesti","Motes","l10n_ro.RO_BH","Nord-Vest"
"2409","Pocola","Pocol","l10n_ro.RO_BH","Nord-Vest"
"2410","Feneris","Fener","l10n_ro.RO_BH","Nord-Vest"
"2411","Petrani","Petra","l10n_ro.RO_BH","Nord-Vest"
"2412","Poietari","Poiet","l10n_ro.RO_BH","Nord-Vest"
"2413","Sanmartin de Beius","Sanma","l10n_ro.RO_BH","Nord-Vest"
"2414","Pomezeu","Pomez","l10n_ro.RO_BH","Nord-Vest"
"2415","Campani de Pomezeu","Campa","l10n_ro.RO_BH","Nord-Vest"
"2416","Cosdeni","Cosde","l10n_ro.RO_BH","Nord-Vest"
"2417","Hidis","Hidis","l10n_ro.RO_BH","Nord-Vest"
"2418","Lacu Sarat","Lacu ","l10n_ro.RO_BH","Nord-Vest"
"2419","Sitani","Sitan","l10n_ro.RO_BH","Nord-Vest"
"2420","Spinus de Pomezeu","Spinu","l10n_ro.RO_BH","Nord-Vest"
"2421","Valani de Pomezeu","Valan","l10n_ro.RO_BH","Nord-Vest"
"2422","Popesti","Popes","l10n_ro.RO_BH","Nord-Vest"
"2423","Bistra","Bistr","l10n_ro.RO_BH","Nord-Vest"
"2424","Budoi","Budoi","l10n_ro.RO_BH","Nord-Vest"
"2425","Cuzap","Cuzap","l10n_ro.RO_BH","Nord-Vest"
"2426","Varviz","Varvi","l10n_ro.RO_BH","Nord-Vest"
"2427","Varzari","Varza","l10n_ro.RO_BH","Nord-Vest"
"2428","Voivozi","Voivo","l10n_ro.RO_BH","Nord-Vest"
"2429","Rabagani","Rabag","l10n_ro.RO_BH","Nord-Vest"
"2430","Albesti","Albes","l10n_ro.RO_BH","Nord-Vest"
"2431","Bratesti","Brate","l10n_ro.RO_BH","Nord-Vest"
"2432","Saucani","Sauca","l10n_ro.RO_BH","Nord-Vest"
"2433","Saliste de Pomezeu","Salis","l10n_ro.RO_BH","Nord-Vest"
"2434","Varaseni","Varas","l10n_ro.RO_BH","Nord-Vest"
"2435","Remetea","Remet","l10n_ro.RO_BH","Nord-Vest"
"2436","Dragoteni","Drago","l10n_ro.RO_BH","Nord-Vest"
"2437","Meziad","Mezia","l10n_ro.RO_BH","Nord-Vest"
"2438","Petreasa","Petre","l10n_ro.RO_BH","Nord-Vest"
"2439","Soimus","Soimu","l10n_ro.RO_BH","Nord-Vest"
"2440","Rieni","Rieni","l10n_ro.RO_BH","Nord-Vest"
"2441","Cucuceni","Cucuc","l10n_ro.RO_BH","Nord-Vest"
"2442","Ghighiseni","Ghigh","l10n_ro.RO_BH","Nord-Vest"
"2443","Petrileni","Petri","l10n_ro.RO_BH","Nord-Vest"
"2444","Sudrigiu","Sudri","l10n_ro.RO_BH","Nord-Vest"
"2445","Valea de Jos","Valea","l10n_ro.RO_BH","Nord-Vest"
"2446","Rosia","Rosia","l10n_ro.RO_BH","Nord-Vest"
"2447","Lazuri","Lazur","l10n_ro.RO_BH","Nord-Vest"
"2448","Sacadat","Sacad","l10n_ro.RO_BH","Nord-Vest"
"2449","Borsa","Borsa","l10n_ro.RO_BH","Nord-Vest"
"2450","Sabolciu","Sabol","l10n_ro.RO_BH","Nord-Vest"
"2451","Sacueni","Sacue","l10n_ro.RO_BH","Nord-Vest"
"2452","Cadea","Cadea","l10n_ro.RO_BH","Nord-Vest"
"2453","Ciocaia","Cioca","l10n_ro.RO_BH","Nord-Vest"
"2454","Cubulcut","Cubul","l10n_ro.RO_BH","Nord-Vest"
"2455","Olosig","Olosi","l10n_ro.RO_BH","Nord-Vest"
"2456","Sannicolau de Munte","Sanni","l10n_ro.RO_BH","Nord-Vest"
"2457","Salacea","Salac","l10n_ro.RO_BH","Nord-Vest"
"2458","Otomani","Otoma","l10n_ro.RO_BH","Nord-Vest"
"2459","Salard","Salar","l10n_ro.RO_BH","Nord-Vest"
"2460","Hodos","Hodos","l10n_ro.RO_BH","Nord-Vest"
"2461","Santimreu","Santi","l10n_ro.RO_BH","Nord-Vest"
"2462","Sambata","Samba","l10n_ro.RO_BH","Nord-Vest"
"2463","Copaceni","Copac","l10n_ro.RO_BH","Nord-Vest"
"2464","Ogesti","Ogest","l10n_ro.RO_BH","Nord-Vest"
"2465","Rogoz","Rogoz","l10n_ro.RO_BH","Nord-Vest"
"2466","Rotaresti","Rotar","l10n_ro.RO_BH","Nord-Vest"
"2467","Zavoiu","Zavoi","l10n_ro.RO_BH","Nord-Vest"
"2468","Sarbi","Sarbi","l10n_ro.RO_BH","Nord-Vest"
"2469","Almasu Mic","Almas","l10n_ro.RO_BH","Nord-Vest"
"2470","Burzuc","Burzu","l10n_ro.RO_BH","Nord-Vest"
"2471","Chioag","Chioa","l10n_ro.RO_BH","Nord-Vest"
"2472","Fegernic","Feger","l10n_ro.RO_BH","Nord-Vest"
"2473","Fegernicu Nou","Feger","l10n_ro.RO_BH","Nord-Vest"
"2474","Sarcau","Sarca","l10n_ro.RO_BH","Nord-Vest"
"2475","Spinus","Spinu","l10n_ro.RO_BH","Nord-Vest"
"2476","Ciulesti","Ciule","l10n_ro.RO_BH","Nord-Vest"
"2477","Gurbesti","Gurbe","l10n_ro.RO_BH","Nord-Vest"
"2478","Nadar","Nadar","l10n_ro.RO_BH","Nord-Vest"
"2479","Saliste","Salis","l10n_ro.RO_BH","Nord-Vest"
"2480","Suplacu de Barcau","Supla","l10n_ro.RO_BH","Nord-Vest"
"2481","Borumlaca","Borum","l10n_ro.RO_BH","Nord-Vest"
"2482","Dolea","Dolea","l10n_ro.RO_BH","Nord-Vest"
"2483","Foglas","Fogla","l10n_ro.RO_BH","Nord-Vest"
"2484","Valea Cerului","Valea","l10n_ro.RO_BH","Nord-Vest"
"2485","Valcelele","Valce","l10n_ro.RO_BH","Nord-Vest"
"2486","Simian","Simia","l10n_ro.RO_BH","Nord-Vest"
"2487","Silindru","Silin","l10n_ro.RO_BH","Nord-Vest"
"2488","Voivozi","Voivo","l10n_ro.RO_BH","Nord-Vest"
"2489","Sinteu","Sinte","l10n_ro.RO_BH","Nord-Vest"
"2490","Huta Voivozi","Huta ","l10n_ro.RO_BH","Nord-Vest"
"2491","Socet","Socet","l10n_ro.RO_BH","Nord-Vest"
"2492","Valea Tarnei","Valea","l10n_ro.RO_BH","Nord-Vest"
"2493","Soimi","Soimi","l10n_ro.RO_BH","Nord-Vest"
"2494","Borz","Borz","l10n_ro.RO_BH","Nord-Vest"
"2495","Codru","Codru","l10n_ro.RO_BH","Nord-Vest"
"2496","Dumbravita de Codru","Dumbr","l10n_ro.RO_BH","Nord-Vest"
"2497","Poclusa de Beius","Poclu","l10n_ro.RO_BH","Nord-Vest"
"2498","Sannicolau de Beius","Sanni","l10n_ro.RO_BH","Nord-Vest"
"2499","Ursad","Ursad","l10n_ro.RO_BH","Nord-Vest"
"2500","Urvis de Beius","Urvis","l10n_ro.RO_BH","Nord-Vest"
"2501","Suncuius","Suncu","l10n_ro.RO_BH","Nord-Vest"
"2502","Balnaca","Balna","l10n_ro.RO_BH","Nord-Vest"
"2503","Balnaca-Grosi","Balna","l10n_ro.RO_BH","Nord-Vest"
"2504","Zece Hotare","Zece ","l10n_ro.RO_BH","Nord-Vest"
"2505","Tarcea","Tarce","l10n_ro.RO_BH","Nord-Vest"
"2506","Adoni","Adoni","l10n_ro.RO_BH","Nord-Vest"
"2507","Galospetreu","Galos","l10n_ro.RO_BH","Nord-Vest"
"2508","Tarcaia","Tarca","l10n_ro.RO_BH","Nord-Vest"
"2509","Mierag","Miera","l10n_ro.RO_BH","Nord-Vest"
"2510","Tarcaita","Tarca","l10n_ro.RO_BH","Nord-Vest"
"2511","Totoreni","Totor","l10n_ro.RO_BH","Nord-Vest"
"2512","Tauteu","Taute","l10n_ro.RO_BH","Nord-Vest"
"2513","Bogei","Bogei","l10n_ro.RO_BH","Nord-Vest"
"2514","Chiribis","Chiri","l10n_ro.RO_BH","Nord-Vest"
"2515","Ciutelec","Ciute","l10n_ro.RO_BH","Nord-Vest"
"2516","Poiana","Poian","l10n_ro.RO_BH","Nord-Vest"
"2517","Tileagd","Tilea","l10n_ro.RO_BH","Nord-Vest"
"2518","Balaia","Balai","l10n_ro.RO_BH","Nord-Vest"
"2519","Calatani","Calat","l10n_ro.RO_BH","Nord-Vest"
"2520","Posoloaca","Posol","l10n_ro.RO_BH","Nord-Vest"
"2521","Tilecus","Tilec","l10n_ro.RO_BH","Nord-Vest"
"2522","Uileacu de Cris","Uilea","l10n_ro.RO_BH","Nord-Vest"
"2523","Tinca","Tinca","l10n_ro.RO_BH","Nord-Vest"
"2524","Belfir","Belfi","l10n_ro.RO_BH","Nord-Vest"
"2525","Girisu Negru","Giris","l10n_ro.RO_BH","Nord-Vest"
"2526","Gurbediu","Gurbe","l10n_ro.RO_BH","Nord-Vest"
"2527","Rapa","Rapa","l10n_ro.RO_BH","Nord-Vest"
"2528","Tulca","Tulca","l10n_ro.RO_BH","Nord-Vest"
"2529","Cauasd","Cauas","l10n_ro.RO_BH","Nord-Vest"
"2530","Tetchea","Tetch","l10n_ro.RO_BH","Nord-Vest"
"2531","Hotar","Hotar","l10n_ro.RO_BH","Nord-Vest"
"2532","Subpiatra","Subpi","l10n_ro.RO_BH","Nord-Vest"
"2533","Telechiu","Telec","l10n_ro.RO_BH","Nord-Vest"
"2534","Uileacu de Beius","Uilea","l10n_ro.RO_BH","Nord-Vest"
"2535","Forau","Forau","l10n_ro.RO_BH","Nord-Vest"
"2536","Prisaca","Prisa","l10n_ro.RO_BH","Nord-Vest"
"2537","Valanii de Beius","Valan","l10n_ro.RO_BH","Nord-Vest"
"2538","Vadu Crisului","Vadu ","l10n_ro.RO_BH","Nord-Vest"
"2539","Birtin","Birti","l10n_ro.RO_BH","Nord-Vest"
"2540","Tomnatic","Tomna","l10n_ro.RO_BH","Nord-Vest"
"2541","Topa de Cris","Topa ","l10n_ro.RO_BH","Nord-Vest"
"2542","Valea lui Mihai","Valea","l10n_ro.RO_BH","Nord-Vest"
"2543","Viisoara","Viiso","l10n_ro.RO_BH","Nord-Vest"
"2544","Izvoarele","Izvoa","l10n_ro.RO_BH","Nord-Vest"
"2545","Padureni","Padur","l10n_ro.RO_BH","Nord-Vest"
"2546","Reghea","Reghe","l10n_ro.RO_BH","Nord-Vest"
"2547","Varciorog","Varci","l10n_ro.RO_BH","Nord-Vest"
"2548","Fasca","Fasca","l10n_ro.RO_BH","Nord-Vest"
"2549","Surducel","Surdu","l10n_ro.RO_BH","Nord-Vest"
"2550","Serghis","Sergh","l10n_ro.RO_BH","Nord-Vest"
"2551","Baile Felix","Baile","l10n_ro.RO_BH","Nord-Vest"
"2552","Pacalesti","Pacal","l10n_ro.RO_BH","Nord-Vest"
"2553","Bistrita","Bistr","l10n_ro.RO_BN","Nord-Vest"
"2554","Ghinda","Ghind","l10n_ro.RO_BN","Nord-Vest"
"2555","Sarata","Sarat","l10n_ro.RO_BN","Nord-Vest"
"2556","Sigmir","Sigmi","l10n_ro.RO_BN","Nord-Vest"
"2557","Slatinita","Slati","l10n_ro.RO_BN","Nord-Vest"
"2558","Unirea","Unire","l10n_ro.RO_BN","Nord-Vest"
"2559","Viisoara","Viiso","l10n_ro.RO_BN","Nord-Vest"
"2560","Beclean","Becle","l10n_ro.RO_BN","Nord-Vest"
"2561","Coldau","Colda","l10n_ro.RO_BN","Nord-Vest"
"2562","Figa","Figa","l10n_ro.RO_BN","Nord-Vest"
"2563","Rusu de Jos","Rusu ","l10n_ro.RO_BN","Nord-Vest"
"2564","Nasaud","Nasau","l10n_ro.RO_BN","Nord-Vest"
"2565","Liviu Rebreanu","Liviu","l10n_ro.RO_BN","Nord-Vest"
"2566","Lusca","Lusca","l10n_ro.RO_BN","Nord-Vest"
"2567","Sangeorz-Bai","Sange","l10n_ro.RO_BN","Nord-Vest"
"2568","Cormaia","Corma","l10n_ro.RO_BN","Nord-Vest"
"2569","Valea Borcutului","Valea","l10n_ro.RO_BN","Nord-Vest"
"2570","Bistrita Bargaului","Bistr","l10n_ro.RO_BN","Nord-Vest"
"2571","Colibita","Colib","l10n_ro.RO_BN","Nord-Vest"
"2572","Branistea","Brani","l10n_ro.RO_BN","Nord-Vest"
"2573","Ciresoaia","Cires","l10n_ro.RO_BN","Nord-Vest"
"2574","Malut","Malut","l10n_ro.RO_BN","Nord-Vest"
"2575","Budacu de Jos","Budac","l10n_ro.RO_BN","Nord-Vest"
"2576","Budus","Budus","l10n_ro.RO_BN","Nord-Vest"
"2577","Jelna","Jelna","l10n_ro.RO_BN","Nord-Vest"
"2578","Monariu","Monar","l10n_ro.RO_BN","Nord-Vest"
"2579","Simionesti","Simio","l10n_ro.RO_BN","Nord-Vest"
"2580","Budesti","Budes","l10n_ro.RO_BN","Nord-Vest"
"2581","Budesti-Fanate","Budes","l10n_ro.RO_BN","Nord-Vest"
"2582","Tagu","Tagu","l10n_ro.RO_BN","Nord-Vest"
"2583","Tagsoru","Tagso","l10n_ro.RO_BN","Nord-Vest"
"2584","Caianu Mic","Caian","l10n_ro.RO_BN","Nord-Vest"
"2585","Caianu Mare","Caian","l10n_ro.RO_BN","Nord-Vest"
"2586","Ciceu-Poieni","Ciceu","l10n_ro.RO_BN","Nord-Vest"
"2587","Dobric","Dobri","l10n_ro.RO_BN","Nord-Vest"
"2588","Dobricel","Dobri","l10n_ro.RO_BN","Nord-Vest"
"2589","Dumbravita","Dumbr","l10n_ro.RO_BN","Nord-Vest"
"2590","Satu Nou","Satu ","l10n_ro.RO_BN","Nord-Vest"
"2591","Budacu de Sus","Budac","l10n_ro.RO_BN","Nord-Vest"
"2592","Dumitrita","Dumit","l10n_ro.RO_BN","Nord-Vest"
"2593","Orheiu Bistritei","Orhei","l10n_ro.RO_BN","Nord-Vest"
"2594","Petris","Petri","l10n_ro.RO_BN","Nord-Vest"
"2595","Ragla","Ragla","l10n_ro.RO_BN","Nord-Vest"
"2596","Ciceu-Giurgesti","Ciceu","l10n_ro.RO_BN","Nord-Vest"
"2597","Breaza","Breaz","l10n_ro.RO_BN","Nord-Vest"
"2598","Dumbraveni","Dumbr","l10n_ro.RO_BN","Nord-Vest"
"2599","Negrilesti","Negri","l10n_ro.RO_BN","Nord-Vest"
"2600","Purcarete","Purca","l10n_ro.RO_BN","Nord-Vest"
"2601","Chiochis","Chioc","l10n_ro.RO_BN","Nord-Vest"
"2602","Apatiu","Apati","l10n_ro.RO_BN","Nord-Vest"
"2603","Bozies","Bozie","l10n_ro.RO_BN","Nord-Vest"
"2604","Buza Catun","Buza ","l10n_ro.RO_BN","Nord-Vest"
"2605","Chetiu","Cheti","l10n_ro.RO_BN","Nord-Vest"
"2606","Jimbor","Jimbo","l10n_ro.RO_BN","Nord-Vest"
"2607","Manic","Manic","l10n_ro.RO_BN","Nord-Vest"
"2608","Sannicoara","Sanni","l10n_ro.RO_BN","Nord-Vest"
"2609","Strugureni","Strug","l10n_ro.RO_BN","Nord-Vest"
"2610","Tentea","Tente","l10n_ro.RO_BN","Nord-Vest"
"2611","Chiuza","Chiuz","l10n_ro.RO_BN","Nord-Vest"
"2612","Mires","Mires","l10n_ro.RO_BN","Nord-Vest"
"2613","Piatra","Piatr","l10n_ro.RO_BN","Nord-Vest"
"2614","Sasarm","Sasar","l10n_ro.RO_BN","Nord-Vest"
"2615","Cosbuc","Cosbu","l10n_ro.RO_BN","Nord-Vest"
"2616","Bichigiu","Bichi","l10n_ro.RO_BN","Nord-Vest"
"2617","Dumitra","Dumit","l10n_ro.RO_BN","Nord-Vest"
"2618","Cepari","Cepar","l10n_ro.RO_BN","Nord-Vest"
"2619","Tarpiu","Tarpi","l10n_ro.RO_BN","Nord-Vest"
"2620","Feldru","Feldr","l10n_ro.RO_BN","Nord-Vest"
"2621","Nepos","Nepos","l10n_ro.RO_BN","Nord-Vest"
"2622","Galatii Bistritei","Galat","l10n_ro.RO_BN","Nord-Vest"
"2623","Albestii Bistritei","Albes","l10n_ro.RO_BN","Nord-Vest"
"2624","Dipsa","Dipsa","l10n_ro.RO_BN","Nord-Vest"
"2625","Herina","Herin","l10n_ro.RO_BN","Nord-Vest"
"2626","Tonciu","Tonci","l10n_ro.RO_BN","Nord-Vest"
"2627","Ilva Mare","Ilva ","l10n_ro.RO_BN","Nord-Vest"
"2628","Ivaneasa","Ivane","l10n_ro.RO_BN","Nord-Vest"
"2629","Ilva Mica","Ilva ","l10n_ro.RO_BN","Nord-Vest"
"2630","Josenii Bargaului","Josen","l10n_ro.RO_BN","Nord-Vest"
"2631","Mijlocenii Bargaului","Mijlo","l10n_ro.RO_BN","Nord-Vest"
"2632","Rusu Bargaului","Rusu ","l10n_ro.RO_BN","Nord-Vest"
"2633","Stramba","Stram","l10n_ro.RO_BN","Nord-Vest"
"2634","Lechinta","Lechi","l10n_ro.RO_BN","Nord-Vest"
"2635","Bungard","Bunga","l10n_ro.RO_BN","Nord-Vest"
"2636","Chirales","Chira","l10n_ro.RO_BN","Nord-Vest"
"2637","Sangeorzu Nou","Sange","l10n_ro.RO_BN","Nord-Vest"
"2638","Saniacob","Sania","l10n_ro.RO_BN","Nord-Vest"
"2639","Tigau","Tigau","l10n_ro.RO_BN","Nord-Vest"
"2640","Vermes","Verme","l10n_ro.RO_BN","Nord-Vest"
"2641","Lesu","Lesu","l10n_ro.RO_BN","Nord-Vest"
"2642","Lunca Lesului","Lunca","l10n_ro.RO_BN","Nord-Vest"
"2643","Livezile","Livez","l10n_ro.RO_BN","Nord-Vest"
"2644","Cusma","Cusma","l10n_ro.RO_BN","Nord-Vest"
"2645","Dorolea","Dorol","l10n_ro.RO_BN","Nord-Vest"
"2646","Dumbrava","Dumbr","l10n_ro.RO_BN","Nord-Vest"
"2647","Valea Poenii","Valea","l10n_ro.RO_BN","Nord-Vest"
"2648","Lunca Ilvei","Lunca","l10n_ro.RO_BN","Nord-Vest"
"2649","Maieru","Maier","l10n_ro.RO_BN","Nord-Vest"
"2650","Anies","Anies","l10n_ro.RO_BN","Nord-Vest"
"2651","Matei","Matei","l10n_ro.RO_BN","Nord-Vest"
"2652","Bidiu","Bidiu","l10n_ro.RO_BN","Nord-Vest"
"2653","Corvinesti","Corvi","l10n_ro.RO_BN","Nord-Vest"
"2654","Enciu","Enciu","l10n_ro.RO_BN","Nord-Vest"
"2655","Fantanele","Fanta","l10n_ro.RO_BN","Nord-Vest"
"2656","Morut","Morut","l10n_ro.RO_BN","Nord-Vest"
"2657","Magura Ilvei","Magur","l10n_ro.RO_BN","Nord-Vest"
"2658","Arsita","Arsit","l10n_ro.RO_BN","Nord-Vest"
"2659","Poiana Ilvei","Poian","l10n_ro.RO_BN","Nord-Vest"
"2660","Mariselu","Maris","l10n_ro.RO_BN","Nord-Vest"
"2661","Barla","Barla","l10n_ro.RO_BN","Nord-Vest"
"2662","Domnesti","Domne","l10n_ro.RO_BN","Nord-Vest"
"2663","Jeica","Jeica","l10n_ro.RO_BN","Nord-Vest"
"2664","Magurele","Magur","l10n_ro.RO_BN","Nord-Vest"
"2665","Neteni","Neten","l10n_ro.RO_BN","Nord-Vest"
"2666","Santioana","Santi","l10n_ro.RO_BN","Nord-Vest"
"2667","Micestii de Campie","Mices","l10n_ro.RO_BN","Nord-Vest"
"2668","Fantanita","Fanta","l10n_ro.RO_BN","Nord-Vest"
"2669","Visuia","Visui","l10n_ro.RO_BN","Nord-Vest"
"2670","Milas","Milas","l10n_ro.RO_BN","Nord-Vest"
"2671","Comlod","Comlo","l10n_ro.RO_BN","Nord-Vest"
"2672","Dupa Deal","Dupa ","l10n_ro.RO_BN","Nord-Vest"
"2673","Ghemes","Gheme","l10n_ro.RO_BN","Nord-Vest"
"2674","Hirean","Hirea","l10n_ro.RO_BN","Nord-Vest"
"2675","Orosfaia","Orosf","l10n_ro.RO_BN","Nord-Vest"
"2676","Monor","Monor","l10n_ro.RO_BN","Nord-Vest"
"2677","Gledin","Gledi","l10n_ro.RO_BN","Nord-Vest"
"2678","Nimigea de Jos","Nimig","l10n_ro.RO_BN","Nord-Vest"
"2679","Floresti","Flore","l10n_ro.RO_BN","Nord-Vest"
"2680","Mintiu","Minti","l10n_ro.RO_BN","Nord-Vest"
"2681","Mititei","Mitit","l10n_ro.RO_BN","Nord-Vest"
"2682","Mocod","Mocod","l10n_ro.RO_BN","Nord-Vest"
"2683","Mogoseni","Mogos","l10n_ro.RO_BN","Nord-Vest"
"2684","Nimigea de Sus","Nimig","l10n_ro.RO_BN","Nord-Vest"
"2685","Taure","Taure","l10n_ro.RO_BN","Nord-Vest"
"2686","Nuseni","Nusen","l10n_ro.RO_BN","Nord-Vest"
"2687","Beudiu","Beudi","l10n_ro.RO_BN","Nord-Vest"
"2688","Dumbrava","Dumbr","l10n_ro.RO_BN","Nord-Vest"
"2689","Feleac","Felea","l10n_ro.RO_BN","Nord-Vest"
"2690","Malin","Malin","l10n_ro.RO_BN","Nord-Vest"
"2691","Rusu de Sus","Rusu ","l10n_ro.RO_BN","Nord-Vest"
"2692","Vita","Vita","l10n_ro.RO_BN","Nord-Vest"
"2693","Parva","Parva","l10n_ro.RO_BN","Nord-Vest"
"2694","Reteag","Retea","l10n_ro.RO_BN","Nord-Vest"
"2695","Bata","Bata","l10n_ro.RO_BN","Nord-Vest"
"2696","Ciceu-Corabia","Ciceu","l10n_ro.RO_BN","Nord-Vest"
"2697","Ciceu-Mihaiesti","Ciceu","l10n_ro.RO_BN","Nord-Vest"
"2698","Lelesti","Leles","l10n_ro.RO_BN","Nord-Vest"
"2699","Prundu Bargaului","Prund","l10n_ro.RO_BN","Nord-Vest"
"2700","Susenii Bargaului","Susen","l10n_ro.RO_BN","Nord-Vest"
"2701","Rebra","Rebra","l10n_ro.RO_BN","Nord-Vest"
"2702","Rebrisoara","Rebri","l10n_ro.RO_BN","Nord-Vest"
"2703","Gersa I","Gersa","l10n_ro.RO_BN","Nord-Vest"
"2704","Gersa Ii","Gersa","l10n_ro.RO_BN","Nord-Vest"
"2705","Poderei","Poder","l10n_ro.RO_BN","Nord-Vest"
"2706","Rodna","Rodna","l10n_ro.RO_BN","Nord-Vest"
"2707","Valea Vinului","Valea","l10n_ro.RO_BN","Nord-Vest"
"2708","Romuli","Romul","l10n_ro.RO_BN","Nord-Vest"
"2709","Dealu Stefanitei","Dealu","l10n_ro.RO_BN","Nord-Vest"
"2710","Salva","Salva","l10n_ro.RO_BN","Nord-Vest"
"2711","Runcu Salvei","Runcu","l10n_ro.RO_BN","Nord-Vest"
"2712","Silivasu de Campie","Siliv","l10n_ro.RO_BN","Nord-Vest"
"2713","Draga","Draga","l10n_ro.RO_BN","Nord-Vest"
"2714","Fanatele Silivasului","Fanat","l10n_ro.RO_BN","Nord-Vest"
"2715","Porumbenii","Porum","l10n_ro.RO_BN","Nord-Vest"
"2716","Sanmihaiu de Campie","Sanmi","l10n_ro.RO_BN","Nord-Vest"
"2717","Brateni","Brate","l10n_ro.RO_BN","Nord-Vest"
"2718","La Curte","La Cu","l10n_ro.RO_BN","Nord-Vest"
"2719","Salcuta","Salcu","l10n_ro.RO_BN","Nord-Vest"
"2720","Stupini","Stupi","l10n_ro.RO_BN","Nord-Vest"
"2721","Zoreni","Zoren","l10n_ro.RO_BN","Nord-Vest"
"2722","Spermezeu","Sperm","l10n_ro.RO_BN","Nord-Vest"
"2723","Halmasau","Halma","l10n_ro.RO_BN","Nord-Vest"
"2724","Lunca Borlesei","Lunca","l10n_ro.RO_BN","Nord-Vest"
"2725","Paltineasa","Palti","l10n_ro.RO_BN","Nord-Vest"
"2726","Sita","Sita","l10n_ro.RO_BN","Nord-Vest"
"2727","Sesuri Spermezeu-Vale","Sesur","l10n_ro.RO_BN","Nord-Vest"
"2728","Sant","Sant","l10n_ro.RO_BN","Nord-Vest"
"2729","Valea Mare","Valea","l10n_ro.RO_BN","Nord-Vest"
"2730","Sieu","Sieu","l10n_ro.RO_BN","Nord-Vest"
"2731","Ardan","Ardan","l10n_ro.RO_BN","Nord-Vest"
"2732","Posmus","Posmu","l10n_ro.RO_BN","Nord-Vest"
